Tenure,CityTier,WarehouseToHome,HourSpendOnApp,NumberOfDeviceRegistered,SatisfactionScore,NumberOfAddress,Complain,OrderAmountHikeFromlastYear,CouponUsed,OrderCount,DaySinceLastOrder,CashbackAmount,PreferredLoginDevice_Mobile Phone,PreferredLoginDevice_Phone,PreferredPaymentMode_COD,PreferredPaymentMode_Cash on Delivery,PreferredPaymentMode_Credit Card,PreferredPaymentMode_Debit Card,PreferredPaymentMode_E wallet,PreferredPaymentMode_UPI,Gender_Male,PreferedOrderCat_Grocery,PreferedOrderCat_Laptop & Accessory,PreferedOrderCat_Mobile,PreferedOrderCat_Mobile Phone,PreferedOrderCat_Others,MaritalStatus_Married,MaritalStatus_Single
0.03225806451612903,1,0.9032258064516129,0.6666666666666667,5,3,3,1,0.2857142857142857,0.6666666666666666,0.5,0.4444444444444444,0.3265817023213472,False,False,False,False,False,False,False,True,False,False,False,False,True,False,True,False
0.16129032258064516,1,0.1290322580645161,0.6666666666666667,6,2,6,1,0.2142857142857143,0.3333333333333333,0.5,0.1111111111111111,0.3238507055075103,True,False,False,False,False,True,False,False,False,False,False,False,True,False,True,False
0.03225806451612903,1,0.16129032258064516,1.0,4,5,2,0,0.8571428571428571,0.3333333333333333,0.5,0.5555555555555556,0.34842967683204373,False,False,True,False,False,False,False,False,True,False,False,False,True,False,False,True
0.0,1,0.03225806451612903,0.3333333333333333,3,4,2,0,0.6428571428571427,0.0,0.0,0.4444444444444444,0.4087391898042786,False,False,False,False,False,True,False,False,False,False,True,False,False,False,True,False
0.5806451612903225,1,0.06451612903225806,0.6666666666666667,4,1,8,1,0.1428571428571428,0.3333333333333333,0.5,0.3333333333333333,0.29790623577605835,False,True,False,False,True,False,False,False,True,False,False,False,True,False,False,True
0.03225806451612903,3,0.16129032258064516,1.0,3,2,3,1,0.7142857142857143,0.6666666666666666,0.5,0.5555555555555556,0.46563495675921696,False,False,False,False,True,False,False,False,False,False,True,False,False,False,True,False
0.3225806451612903,1,0.06451612903225806,0.6666666666666667,4,4,2,0,0.3571428571428571,0.3333333333333333,0.5,0.6666666666666666,0.5097102108936428,True,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False
0.03225806451612903,3,0.3548387096774194,0.6666666666666667,4,5,3,0,0.6428571428571427,0.6666666666666666,0.5,0.1111111111111111,0.24890001517220461,False,False,False,False,False,False,True,False,True,False,False,False,True,False,True,False
0.1935483870967742,1,0.0967741935483871,1.0,4,5,6,0,0.2857142857142857,0.3333333333333333,0.5,0.3333333333333333,0.4231527840995296,False,False,True,False,False,False,False,False,True,False,True,False,False,False,True,False
0.4838709677419355,2,0.0967741935483871,0.6666666666666667,1,5,8,0,0.3571428571428571,0.0,0.0,0.3333333333333333,0.3992565619784555,False,False,False,False,True,False,False,False,True,False,True,False,False,False,False,False
0.5806451612903225,1,0.9677419354838709,0.3333333333333333,3,1,5,1,0.4999999999999999,0.3333333333333333,0.0,0.2222222222222222,0.6350326202397208,True,False,False,True,False,False,False,False,True,False,False,False,False,False,True,False
0.3225806451612903,3,0.32258064516129037,0.6666666666666667,4,2,6,0,0.2142857142857143,0.6666666666666666,0.5,0.8888888888888888,0.49840691852526164,False,False,True,False,False,False,False,False,True,False,True,False,False,False,True,False
0.3548387096774194,1,0.7419354838709677,1.0,2,5,3,1,0.1428571428571428,0.6666666666666666,0.5,0.8888888888888888,0.3834774692762858,True,False,False,False,False,True,False,False,True,False,False,False,True,False,True,False
0.22580645161290322,3,0.29032258064516125,0.3333333333333333,3,3,2,1,0.4999999999999999,0.3333333333333333,0.0,0.6666666666666666,0.11910180549233795,False,True,True,False,False,False,False,False,False,False,False,True,False,False,True,False
0.0,1,0.29032258064516125,0.3333333333333333,4,4,2,0,0.2857142857142857,0.3333333333333333,0.0,0.0,0.12039144287665005,False,False,False,False,False,False,False,False,True,False,False,True,False,False,True,False
0.0,1,0.5483870967741936,0.6666666666666667,1,1,2,1,0.1428571428571428,0.0,0.0,0.0,0.1461083295402822,False,False,False,False,False,False,False,False,True,False,False,True,False,False,True,False
0.6451612903225806,3,0.3870967741935484,1.0,5,2,4,1,0.6428571428571427,0.6666666666666666,0.5,0.3333333333333333,0.801244120770748,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False
0.16129032258064516,3,0.0967741935483871,0.3333333333333333,3,4,1,1,0.1428571428571428,0.0,0.0,0.2222222222222222,0.23281747837960853,False,True,False,False,False,False,True,False,True,False,True,False,False,False,False,False
0.16129032258064516,1,0.19354838709677422,1.0,2,3,10,0,0.1428571428571428,1.0,1.0,0.3333333333333333,0.4148839326354118,True,False,False,False,True,False,False,False,False,False,False,False,True,False,True,False
0.5161290322580645,1,0.1290322580645161,1.0,5,1,5,0,0.9285714285714285,0.6666666666666666,0.5,0.1111111111111111,0.627522379001669,True,False,False,False,False,False,False,True,True,False,True,False,False,False,False,True
0.03225806451612903,1,0.0967741935483871,0.6666666666666667,4,4,1,0,0.4285714285714285,0.0,0.0,0.4444444444444444,0.16628736155363366,False,True,False,False,False,True,False,False,True,False,False,True,False,False,True,False
0.0,1,0.29032258064516125,0.3333333333333333,4,4,2,0,0.2857142857142857,0.0,0.0,0.0,0.12039144287665005,False,False,False,False,False,False,False,False,True,False,False,True,False,False,True,False
0.03225806451612903,3,0.22580645161290322,1.0,4,4,3,1,0.2857142857142857,0.6666666666666666,0.5,0.1111111111111111,0.25557578516158397,False,False,False,False,False,False,True,False,True,False,False,False,True,False,False,True
0.06451612903225806,3,0.3870967741935484,1.0,4,4,3,0,0.8571428571428571,0.3333333333333333,0.5,0.1111111111111111,0.19291458048854515,False,True,False,False,True,False,False,False,True,False,False,False,True,False,True,False
0.6129032258064516,1,0.19354838709677422,0.6666666666666667,4,4,3,0,0.1428571428571428,0.6666666666666666,0.5,1.0,0.4504627522379,False,False,False,False,False,True,False,False,True,False,True,False,False,False,True,False
0.5483870967741935,2,0.03225806451612903,0.3333333333333333,4,3,5,0,0.0,0.3333333333333333,0.0,0.2222222222222222,0.37748444849036555,True,False,False,False,False,True,False,False,False,False,True,False,False,False,False,True
0.0,1,0.1290322580645161,0.3333333333333333,3,3,1,1,0.5714285714285713,0.3333333333333333,0.0,0.2222222222222222,0.23987255348202108,False,True,False,False,False,True,False,False,False,False,True,False,False,False,False,False
0.03225806451612903,1,0.32258064516129037,1.0,4,3,3,0,0.1428571428571428,0.3333333333333333,0.5,0.1111111111111111,0.2575481717493552,False,False,False,False,True,False,False,False,True,False,False,False,True,False,False,True
0.12903225806451613,3,0.9999999999999999,0.6666666666666667,4,4,5,0,0.1428571428571428,0.3333333333333333,0.5,0.3333333333333333,0.8148232438173265,True,False,False,True,False,False,False,False,True,False,False,False,False,False,True,False
0.03225806451612903,1,0.1290322580645161,0.6666666666666667,2,1,3,0,0.1428571428571428,0.6666666666666666,0.5,0.4444444444444444,0.5282203004096494,True,False,False,False,True,False,False,False,True,False,True,False,False,False,True,False
0.3548387096774194,1,0.29032258064516125,0.3333333333333333,1,3,2,0,0.0,0.0,0.0,0.3333333333333333,0.12145349719314213,False,False,False,False,False,True,False,False,True,False,False,True,False,False,True,False
0.03225806451612903,3,0.29032258064516125,0.6666666666666667,4,4,3,0,0.2142857142857143,0.6666666666666666,0.5,0.1111111111111111,0.31634046426945817,True,False,False,False,False,False,True,False,True,False,False,False,True,False,False,True
0.06451612903225806,1,0.06451612903225806,0.6666666666666667,4,5,4,0,0.0714285714285714,0.3333333333333333,0.5,0.3333333333333333,0.2708997117281141,False,True,True,False,False,False,False,False,True,False,False,False,True,False,False,True
0.0,1,0.7741935483870968,0.6666666666666667,3,2,2,0,0.7857142857142857,0.3333333333333333,0.0,0.2222222222222222,0.14239113943255965,False,True,False,False,False,True,False,False,False,False,False,True,False,False,True,False
0.03225806451612903,1,0.8709677419354839,0.6666666666666667,2,1,3,1,0.1428571428571428,0.3333333333333333,0.5,0.2222222222222222,0.3402366863905325,True,False,False,False,False,True,False,False,False,False,False,False,True,False,False,True
0.22580645161290322,1,0.8064516129032259,0.6666666666666667,3,3,4,1,0.7857142857142857,0.0,0.0,0.0,0.16325292064937047,False,False,False,False,False,True,False,False,True,False,False,True,False,False,True,False
0.4193548387096774,1,0.16129032258064516,1.0,5,3,2,0,0.3571428571428571,0.3333333333333333,0.5,0.8888888888888888,0.34592626308602636,True,False,False,False,True,False,False,False,True,False,True,False,False,False,True,False
0.03225806451612903,1,0.29032258064516125,1.0,2,5,2,0,0.1428571428571428,0.6666666666666666,0.5,0.8888888888888888,0.3845395235927781,True,False,False,False,False,False,False,True,True,False,False,False,True,False,False,True
0.06451612903225806,3,0.22580645161290322,0.6666666666666667,4,5,2,0,0.5714285714285713,0.6666666666666666,0.5,0.3333333333333333,0.7551206190259444,True,False,False,False,True,False,False,False,True,False,True,False,False,False,False,True
0.0,3,0.29032258064516125,0.6666666666666667,1,2,9,0,0.2142857142857143,0.3333333333333333,0.0,0.0,0.1156880594750418,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False
0.03225806451612903,1,0.19354838709677422,0.6666666666666667,4,2,3,1,0.7142857142857143,0.3333333333333333,1.0,0.3333333333333333,0.33120922470034897,True,False,False,False,False,True,False,False,True,False,False,False,True,False,False,True
0.25806451612903225,3,0.03225806451612903,0.6666666666666667,3,3,2,0,0.3571428571428571,0.3333333333333333,0.0,0.3333333333333333,0.2920649370353513,False,True,False,False,True,False,False,False,False,False,True,False,False,False,False,True
0.5161290322580645,3,0.5161290322580645,0.3333333333333333,4,2,4,0,0.4999999999999999,0.0,0.5,0.2222222222222222,0.43961462600515844,False,False,False,False,False,True,False,False,True,False,True,False,False,False,False,False
0.5161290322580645,1,0.9354838709677419,0.6666666666666667,1,3,5,0,0.0714285714285714,0.0,0.0,0.2222222222222222,0.28296161432256095,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,True
0.0,3,0.32258064516129037,0.6666666666666667,3,5,1,1,0.4285714285714285,0.0,0.0,0.3333333333333333,0.5473372781065088,True,False,False,False,False,False,True,False,False,False,True,False,False,False,False,True
0.4193548387096774,3,0.1290322580645161,0.6666666666666667,4,3,2,1,0.2142857142857143,0.0,0.0,0.2222222222222222,0.12699135184342292,False,True,False,False,False,False,True,False,True,False,False,True,False,False,False,False
0.9354838709677419,1,0.1290322580645161,1.0,5,1,10,0,0.7142857142857143,0.3333333333333333,0.5,0.5555555555555556,0.3150508268851465,True,False,True,False,False,False,False,False,True,False,False,False,True,False,True,False
0.03225806451612903,1,0.6451612903225806,1.0,4,1,3,0,0.6428571428571427,0.6666666666666666,0.5,0.1111111111111111,0.3174025185859505,True,False,False,False,False,False,False,True,False,False,False,False,True,False,False,True
0.22580645161290322,3,0.1290322580645161,0.3333333333333333,5,1,6,0,0.0714285714285714,0.6666666666666666,0.5,0.2222222222222222,0.38082233348505523,True,False,False,False,False,True,False,False,False,False,True,False,False,False,False,True
0.3870967741935484,1,0.4516129032258065,0.0,5,5,4,0,0.3571428571428571,0.6666666666666666,0.5,0.3333333333333333,0.5901228948566225,False,False,False,False,False,True,False,False,True,False,True,False,False,False,True,False
0.1935483870967742,1,0.6774193548387096,0.6666666666666667,3,3,8,1,0.1428571428571428,1.0,1.0,0.3333333333333333,0.3224093460779852,False,False,False,False,True,False,False,False,True,False,False,False,True,False,True,False
1.0,1,0.06451612903225806,0.6666666666666667,4,3,4,0,0.0714285714285714,0.3333333333333333,0.5,0.3333333333333333,0.6255499924138977,True,False,False,False,True,False,False,False,True,False,True,False,False,False,True,False
0.03225806451612903,1,0.0967741935483871,1.0,4,1,3,0,0.3571428571428571,0.6666666666666666,0.5,0.1111111111111111,0.2353208921256259,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,True
0.25806451612903225,1,0.32258064516129037,0.3333333333333333,3,3,2,0,0.5714285714285713,0.0,0.0,0.8888888888888888,0.31019572143832497,True,False,False,False,True,False,False,False,True,False,True,False,False,False,False,True
0.22580645161290322,1,0.6129032258064516,0.6666666666666667,5,3,11,1,0.4285714285714285,0.6666666666666666,0.5,0.1111111111111111,0.29798209679866494,False,False,True,False,False,False,False,False,True,False,False,False,True,False,True,False
0.7419354838709677,1,0.8709677419354839,0.6666666666666667,4,5,3,0,0.2857142857142857,0.3333333333333333,0.5,0.5555555555555556,0.35669852829616155,True,False,False,False,False,True,False,False,False,False,False,False,True,False,True,False
0.12903225806451613,3,0.19354838709677422,0.3333333333333333,3,3,2,0,0.5714285714285713,0.0,0.0,0.2222222222222222,0.5565923228645121,True,False,True,False,False,False,False,False,True,False,True,False,False,False,True,False
0.7741935483870968,1,0.03225806451612903,0.6666666666666667,3,1,2,0,0.0,0.3333333333333333,0.0,0.0,0.13002579274768622,False,True,False,False,False,True,False,False,True,False,False,True,False,False,True,False
0.6451612903225806,1,0.4838709677419355,0.6666666666666667,3,4,9,0,0.4999999999999999,0.0,0.0,0.7777777777777777,0.3381884387801547,False,False,True,False,False,False,False,False,True,False,True,False,False,False,True,False
0.3870967741935484,1,0.22580645161290322,0.3333333333333333,4,5,5,0,0.2857142857142857,0.0,0.0,0.7777777777777777,0.681383705052344,True,False,False,False,True,False,False,False,True,False,False,False,False,False,True,False
0.03225806451612903,1,0.16129032258064516,0.6666666666666667,4,3,3,0,0.2142857142857143,0.3333333333333333,0.5,0.1111111111111111,0.22083143680776807,False,True,False,False,False,True,False,False,True,False,False,False,True,False,False,True
0.0,1,0.5161290322580645,0.3333333333333333,3,3,8,1,0.0714285714285714,1.0,0.5,0.7777777777777777,0.9559247458655743,True,False,False,False,True,False,False,False,True,False,False,False,False,False,True,False
0.06451612903225806,3,0.6774193548387096,0.3333333333333333,3,2,3,0,0.2142857142857143,0.3333333333333333,0.0,0.2222222222222222,0.4492489758761947,True,False,False,False,False,False,True,False,True,False,True,False,False,False,True,False
0.12903225806451613,3,0.6774193548387096,0.6666666666666667,3,4,2,1,0.7857142857142857,0.0,0.0,0.2222222222222222,0.16165983917463211,False,True,False,False,False,False,True,False,False,False,False,True,False,False,False,True
0.0,1,0.03225806451612903,0.3333333333333333,4,5,6,0,0.5714285714285713,0.6666666666666666,0.5,0.0,0.24950690335305714,False,False,True,False,False,False,False,False,True,False,True,False,False,False,True,False
0.0967741935483871,1,0.5483870967741936,0.6666666666666667,4,1,3,0,0.6428571428571427,0.6666666666666666,0.5,0.6666666666666666,0.29062357760582624,False,True,False,False,False,True,False,False,True,False,False,False,True,False,False,True
0.25806451612903225,1,0.6129032258064516,0.6666666666666667,3,3,2,1,0.2142857142857143,0.3333333333333333,0.0,0.2222222222222222,0.3550295857988165,False,False,False,False,False,True,False,False,True,False,True,False,False,False,True,False
0.22580645161290322,1,0.29032258064516125,0.3333333333333333,3,5,4,0,0.2142857142857143,0.3333333333333333,0.0,0.0,0.3119405249582764,True,False,False,False,False,True,False,False,False,False,True,False,False,False,True,False
0.29032258064516125,3,0.0967741935483871,0.6666666666666667,3,3,7,0,0.4999999999999999,0.3333333333333333,0.0,0.2222222222222222,0.09270216962524658,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False
0.03225806451612903,1,0.0967741935483871,0.6666666666666667,4,1,6,0,0.0714285714285714,0.3333333333333333,0.5,0.3333333333333333,0.3580640267030798,True,False,True,False,False,False,False,False,True,False,False,False,True,False,True,False
0.6129032258064516,1,0.25806451612903225,0.6666666666666667,3,3,7,0,0.1428571428571428,0.3333333333333333,0.0,0.7777777777777777,0.7461690183583672,True,False,False,False,True,False,False,False,True,False,False,False,False,False,True,False
0.3870967741935484,1,0.22580645161290322,0.3333333333333333,3,4,5,0,0.4999999999999999,0.0,0.5,0.2222222222222222,0.5588681535427097,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True
0.03225806451612903,2,0.3870967741935484,0.6666666666666667,4,1,2,0,0.2857142857142857,0.3333333333333333,1.0,0.2222222222222222,0.27583067819754203,False,False,False,False,True,False,False,False,True,False,False,False,True,False,True,False
0.0,3,0.4516129032258065,0.6666666666666667,4,5,6,1,0.1428571428571428,0.6666666666666666,0.5,0.2222222222222222,0.3887877408587467,True,False,False,False,False,False,True,False,True,False,True,False,False,False,True,False
0.03225806451612903,3,0.3548387096774194,1.0,5,5,5,0,0.1428571428571428,0.6666666666666666,1.0,0.3333333333333333,0.44689728417539054,True,False,False,False,False,True,False,False,True,False,False,False,True,False,False,False
0.25806451612903225,3,0.1290322580645161,0.6666666666666667,4,5,2,1,0.1428571428571428,0.6666666666666666,0.5,0.3333333333333333,0.45736610529509936,True,False,False,False,False,False,True,False,False,False,True,False,False,False,False,True
0.03225806451612903,3,0.1290322580645161,0.6666666666666667,4,5,2,0,0.0714285714285714,0.6666666666666666,0.5,0.3333333333333333,0.34380215445304196,True,False,False,False,False,False,True,False,True,False,False,False,True,False,True,False
0.3225806451612903,1,0.25806451612903225,0.6666666666666667,4,4,8,0,0.7142857142857143,0.3333333333333333,0.5,0.2222222222222222,0.48793809740555283,True,False,False,False,True,False,False,False,True,False,True,False,False,False,True,False
0.16129032258064516,1,0.25806451612903225,0.6666666666666667,1,4,2,0,0.6428571428571427,0.0,0.0,0.3333333333333333,0.1354119253527537,False,False,False,False,False,True,False,False,True,False,False,True,False,False,True,False
0.3870967741935484,1,0.16129032258064516,0.3333333333333333,3,3,1,0,0.1428571428571428,1.0,1.0,0.8888888888888888,0.30594750417235617,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,True
0.5483870967741935,3,0.5483870967741936,0.6666666666666667,5,2,5,0,0.5714285714285713,0.3333333333333333,1.0,0.3333333333333333,0.6292671825216202,False,False,False,False,False,True,False,False,True,False,True,False,False,False,False,False
0.0967741935483871,1,0.9354838709677419,1.0,4,3,6,0,0.1428571428571428,0.6666666666666666,0.5,0.2222222222222222,0.4419663177059626,True,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False
0.5161290322580645,1,0.06451612903225806,1.0,4,5,5,0,0.4285714285714285,0.6666666666666666,0.5,0.3333333333333333,0.30852677894098013,True,False,False,False,False,True,False,False,False,False,False,False,True,False,True,False
0.0,3,0.6774193548387096,0.3333333333333333,3,3,2,0,0.2142857142857143,0.3333333333333333,0.0,0.7777777777777777,0.6806250948262781,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,True
0.45161290322580644,3,0.1290322580645161,0.3333333333333333,4,4,3,0,0.0,0.3333333333333333,0.0,0.4444444444444444,0.6015020482476102,True,False,False,False,False,True,False,False,True,False,True,False,False,False,True,False
0.03225806451612903,1,0.19354838709677422,0.6666666666666667,4,5,3,0,0.6428571428571427,0.6666666666666666,0.5,0.1111111111111111,0.33864360491579404,True,False,True,False,False,False,False,False,True,False,False,False,True,False,False,True
0.5806451612903225,1,0.8387096774193549,0.6666666666666667,4,1,1,0,0.1428571428571428,0.0,1.0,0.8888888888888888,0.3714914277044453,True,False,False,False,False,True,False,False,False,False,True,False,False,False,True,False
0.29032258064516125,1,0.7741935483870968,0.3333333333333333,3,1,10,0,0.3571428571428571,0.0,0.0,0.2222222222222222,0.09042633894704899,False,True,False,False,False,True,False,False,True,False,False,True,False,False,False,True
0.3548387096774194,3,0.5806451612903226,1.0,5,3,6,0,0.6428571428571427,0.6666666666666666,0.5,0.1111111111111111,0.5936125018965256,True,False,False,False,False,False,True,False,True,False,True,False,False,False,True,False
0.45161290322580644,1,0.29032258064516125,0.3333333333333333,3,3,5,0,0.0714285714285714,0.3333333333333333,0.0,0.8888888888888888,0.10939159459869507,False,True,False,False,False,True,False,False,True,False,False,True,False,False,True,False
0.1935483870967742,3,0.25806451612903225,0.3333333333333333,3,5,1,0,0.2142857142857143,0.3333333333333333,0.0,0.3333333333333333,0.255196480048551,False,False,False,False,True,False,False,False,True,False,True,False,False,False,True,False
0.3225806451612903,3,0.5806451612903226,1.0,5,5,6,0,0.2142857142857143,0.6666666666666666,0.5,0.3333333333333333,0.5414959793658017,True,False,False,False,False,False,True,False,False,False,True,False,False,False,True,False
0.5161290322580645,1,0.4838709677419355,1.0,2,5,7,0,0.5714285714285713,0.6666666666666666,0.5,0.1111111111111111,0.5332271279016839,True,False,False,False,True,False,False,False,True,False,True,False,False,False,True,False
0.3225806451612903,3,0.4193548387096774,1.0,5,1,6,0,0.2142857142857143,0.6666666666666666,0.5,0.1111111111111111,0.6177363070854195,True,False,False,False,False,False,True,False,False,False,True,False,False,False,True,False
0.3225806451612903,1,0.16129032258064516,0.6666666666666667,3,3,8,1,0.2857142857142857,0.3333333333333333,0.0,0.3333333333333333,0.15073585191928396,False,True,False,False,False,True,False,False,True,False,False,True,False,False,False,False
0.45161290322580644,3,0.32258064516129037,0.6666666666666667,4,3,5,1,0.2857142857142857,0.6666666666666666,0.5,0.4444444444444444,0.6286602943407676,False,False,True,False,False,False,False,False,True,False,True,False,False,False,False,False
0.22580645161290322,2,0.3870967741935484,0.3333333333333333,4,4,5,0,0.0,0.0,0.0,0.8888888888888888,0.26407221969352157,False,False,False,False,False,True,False,False,True,False,True,False,False,False,False,False
0.7096774193548387,3,0.29032258064516125,1.0,4,5,6,0,0.0714285714285714,0.3333333333333333,1.0,0.3333333333333333,0.5292823547261417,True,False,False,False,False,False,True,False,True,False,True,False,False,False,True,False
0.25806451612903225,1,0.25806451612903225,0.3333333333333333,3,3,4,0,0.7142857142857143,0.0,0.0,0.6666666666666666,0.6988317402518586,True,False,False,False,False,False,False,True,True,False,False,False,False,False,False,True
0.3870967741935484,3,0.1290322580645161,1.0,6,1,4,1,0.7142857142857143,0.3333333333333333,0.5,0.4444444444444444,0.5231376118950083,True,False,False,False,False,False,True,False,False,False,True,False,False,False,True,False
0.5161290322580645,1,0.0967741935483871,0.6666666666666667,4,1,1,0,0.3571428571428571,0.0,0.0,1.0,0.6948869670763161,True,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False
0.0,1,0.29032258064516125,0.6666666666666667,4,5,7,0,0.1428571428571428,0.0,0.0,0.7777777777777777,0.10263996358670924,False,True,True,False,False,False,False,False,True,False,False,True,False,False,False,True
0.03225806451612903,3,0.4838709677419355,0.6666666666666667,4,5,4,0,0.4999999999999999,0.3333333333333333,0.5,0.3333333333333333,0.4342284934000912,True,False,False,False,True,False,False,False,True,False,True,False,False,False,True,False
0.03225806451612903,1,0.22580645161290322,0.6666666666666667,4,3,3,1,0.2142857142857143,0.3333333333333333,1.0,0.3333333333333333,0.3741465634956759,True,False,True,False,False,False,False,False,True,False,False,False,True,False,False,True
0.22580645161290322,3,0.1290322580645161,0.6666666666666667,4,1,4,1,0.0714285714285714,0.0,0.0,0.1111111111111111,0.5381580943711121,True,False,False,False,True,False,False,False,False,False,True,False,False,False,True,False
0.03225806451612903,1,0.16129032258064516,1.0,4,5,7,0,0.2142857142857143,0.6666666666666666,0.5,0.3333333333333333,0.4189045668335608,True,False,False,False,True,False,False,False,True,False,False,False,True,False,True,False
